Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.patient-care.json	5058	-	0	0	0	0	0	0	5	473	0	0	0	0	0	0	0	0	0	0	92	82	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-BeModelCarePlan.json	7581	34	0	23	0	0	0	0	0	64	0	0	1	0	0	0	0	1	0	0	122	428	0	1	0	5	0	0
fsh-generated/resources/StructureDefinition-BeModelCareTeam.json	5086	24	0	37	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	85	330	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-BeModelGoal.json	2354	20	0	42	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	46	159	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-BeModelTask.json	2447	31	0	31	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	35	149	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-be-care-plan.json	7042	32	0	159	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	181	634	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-be-careteam.json	4208	21	0	46	0	0	0	0	0	29	0	0	1	0	0	0	0	0	0	0	102	188	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-be-goal.json	2444	23	0	33	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	96	188	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-be-task.json	3935	24	0	73	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	150	277	0	0	0	10	0	1
