Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.patient-care.json	4896	-	0	0	0	0	0	0	13	135	0	0	0	0	0	0	0	0	0	0	90	97	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-BeModelCarePlan.json	7580	28	0	22	0	0	0	0	0	87	0	0	0	0	0	0	0	1	0	0	119	618	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-BeModelCareTeam.json	5085	38	0	31	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	84	401	0	1	0	4	0	0
fsh-generated/resources/StructureDefinition-BeModelGoal.json	2003	22	0	28	1	0	0	0	0	47	0	0	0	0	0	0	0	1	0	0	52	150	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-BeModelTask.json	2446	4	0	35	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	51	114	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-be-care-plan.json	7042	5	0	117	0	0	0	0	1	35	0	0	0	0	0	0	0	1	0	0	222	476	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-be-careteam.json	4313	5	0	35	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	114	189	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-be-goal.json	1928	3	0	42	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	101	214	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-be-task.json	4145	3	0	73	1	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	152	327	0	0	0	9	0	1
