Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.patient-care.json	4425	-	0	0	0	0	0	0	5	205	0	0	1	0	0	0	0	0	0	0	100	82	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-BeModelCarePlan.json	7580	13	0	17	1	0	0	0	0	43	0	0	0	0	0	0	0	1	0	0	103	337	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-BeModelCareTeam.json	5085	20	0	15	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	63	212	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-BeModelGoal.json	2003	10	0	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	28	122	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-BeModelTask.json	2446	19	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	40	89	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-be-care-plan.json	7042	13	0	106	0	0	0	0	0	48	0	0	1	0	0	0	0	1	0	0	216	447	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-be-careteam.json	4208	12	0	20	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	112	151	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-be-goal.json	1928	9	0	25	1	0	0	0	0	59	0	0	0	0	0	0	0	1	0	0	102	241	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-be-task.json	3935	10	0	54	0	0	0	0	1	33	0	0	0	0	0	0	0	1	0	0	160	443	0	0	0	7	0	0
